type,id,geometry.type,geometry.coordinates,properties.id,properties.aqhi_type,properties.observation_type,properties.location_name_en,properties.location_name_fr,properties.location_id,properties.observation_datetime,properties.observation_datetime_text_en,properties.observation_datetime_text_fr,properties.aqhi,properties.special_notes_en,properties.special_notes_fr,properties.latest
Feature,AQ_OBS-JBHJG-20260307080000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307080000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.92,,,False
Feature,AQ_OBS-JBHJG-20260307070000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307070000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,1.96,,,False
Feature,AQ_OBS-JBHJG-20260307050000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307050000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,2.11,,,False
Feature,AQ_OBS-JBHJG-20260307040000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307040000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,2.2,,,False
Feature,AQ_OBS-JBHJG-20260307030000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307030000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,2.3,,,False
Feature,AQ_OBS-JBHJG-20260307020000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307020000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,2.34,,,False
Feature,AQ_OBS-JBHJG-20260307010000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307010000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,2.39,,,False
Feature,AQ_OBS-JBHJG-20260307000000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307000000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,2.43,,,False
Feature,AQ_OBS-JBHJG-20260307060000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307060000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,2.01,,,False
Feature,AQ_OBS-JBHJG-20260307140000,Point,"[-119.45, 49.0333333333333]",AQ_OBS-JBHJG-20260307140000,AQHI-Observation,original,South Okanagan,Okanagan - sud,JBHJG,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.52,,,False
Feature,AQ_OBS-JAFNW-20260307230000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307230000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.82,,,False
Feature,AQ_OBS-JAFNW-20260307220000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307220000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,1.72,,,False
Feature,AQ_OBS-JAFNW-20260307210000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307210000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,1.67,,,False
Feature,AQ_OBS-JAFNW-20260307200000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307200000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,1.66,,,False
Feature,AQ_OBS-JAFNW-20260307190000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307190000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,1.76,,,False
Feature,AQ_OBS-JAFNW-20260307180000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307180000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,1.83,,,False
Feature,AQ_OBS-JAFNW-20260307170000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307170000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.96,,,False
Feature,AQ_OBS-JAFNW-20260307160000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307160000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,2.02,,,False
Feature,AQ_OBS-JAFNW-20260307150000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307150000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,2.05,,,False
Feature,AQ_OBS-JAFNW-20260307140000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307140000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,2.03,,,False
Feature,AQ_OBS-JAFNW-20260307130000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307130000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,2.03,,,False
Feature,AQ_OBS-JAFNW-20260307120000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307120000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,2.11,,,False
Feature,AQ_OBS-JAFNW-20260307110000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307110000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,2.12,,,False
Feature,AQ_OBS-JAFNW-20260307100000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307100000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,2.08,,,False
Feature,AQ_OBS-JAFNW-20260307090000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307090000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,2.03,,,False
Feature,AQ_OBS-JAFNW-20260307080000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307080000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,2.06,,,False
Feature,AQ_OBS-JAFNW-20260307070000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307070000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,2.11,,,False
Feature,AQ_OBS-JAFNW-20260307060000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307060000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,2.18,,,False
Feature,AQ_OBS-JAFNW-20260307050000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307050000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,2.21,,,False
Feature,AQ_OBS-JAFNW-20260307040000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307040000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,2.16,,,False
Feature,AQ_OBS-JAFNW-20260307030000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307030000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,2.09,,,False
Feature,AQ_OBS-JAFNW-20260307020000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307020000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,2.08,,,False
Feature,AQ_OBS-JAFNW-20260307010000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307010000,AQHI-Observation,original,Kamloops,Kamloops,JAFNW,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,2.34,,,False
Feature,AQ_OBS-JAFNW-20260307000000,Point,"[-120.327222222222, 50.6733333333333]",AQ_OBS-JAFNW-20260307000000,AQHI-Observation,amendment,Kamloops,Kamloops,JAFNW,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,2.55,,,False
Feature,AQ_OBS-JBRIK-20260307230000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307230000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.73,,,False
Feature,AQ_OBS-JBRIK-20260307220000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307220000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,1.76,,,False
Feature,AQ_OBS-JBRIK-20260307210000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307210000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,1.79,,,False
Feature,AQ_OBS-JBRIK-20260307200000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307200000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,1.82,,,False
Feature,AQ_OBS-JBRIK-20260307190000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307190000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,1.76,,,False
Feature,AQ_OBS-JBRIK-20260307180000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307180000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,1.66,,,False
Feature,AQ_OBS-JBRIK-20260307170000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307170000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.54,,,False
Feature,AQ_OBS-JBRIK-20260307160000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307160000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,1.47,,,False
Feature,AQ_OBS-JBRIK-20260307150000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307150000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,1.46,,,False
Feature,AQ_OBS-JBRIK-20260307140000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307140000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.48,,,False
Feature,AQ_OBS-JBRIK-20260307130000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307130000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,1.5,,,False
Feature,AQ_OBS-JBRIK-20260307120000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307120000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,1.5,,,False
Feature,AQ_OBS-JBRIK-20260307110000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307110000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,1.63,,,False
Feature,AQ_OBS-JBRIK-20260307100000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307100000,AQHI-Observation,amendment,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,1.67,,,False
Feature,AQ_OBS-JBRIK-20260307090000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307090000,AQHI-Observation,amendment,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,1.61,,,False
Feature,AQ_OBS-JBRIK-20260307080000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307080000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.68,,,False
Feature,AQ_OBS-JBRIK-20260307070000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307070000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,1.75,,,False
Feature,AQ_OBS-JBRIK-20260307060000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307060000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,1.8,,,False
Feature,AQ_OBS-JBRIK-20260307050000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307050000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,1.85,,,False
Feature,AQ_OBS-JBRIK-20260307030000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307030000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,1.98,,,False
Feature,AQ_OBS-JBRIK-20260307020000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307020000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,2.07,,,False
Feature,AQ_OBS-JBRIK-20260307010000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307010000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,2.11,,,False
Feature,AQ_OBS-JBRIK-20260307000000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307000000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,2.14,,,False
Feature,AQ_OBS-JBRIK-20260307040000,Point,"[-123.113889, 49.261111]",AQ_OBS-JBRIK-20260307040000,AQHI-Observation,original,Metro Vancouver - NW,Metro Vancouver - nord-ouest,JBRIK,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,1.91,,,False
Feature,AQ_OBS-JBXHZ-20260307220000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307220000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,1.6,,,False
Feature,AQ_OBS-JBXHZ-20260307210000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307210000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,1.58,,,False
Feature,AQ_OBS-JBXHZ-20260307200000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307200000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,1.52,,,False
Feature,AQ_OBS-JBXHZ-20260307190000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307190000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,1.41,,,False
Feature,AQ_OBS-JBXHZ-20260307180000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307180000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,1.21,,,False
Feature,AQ_OBS-JBXHZ-20260307170000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307170000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.09,,,False
Feature,AQ_OBS-JBXHZ-20260307160000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307160000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,1.02,,,False
Feature,AQ_OBS-JBXHZ-20260307150000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307150000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,1.07,,,False
Feature,AQ_OBS-JBXHZ-20260307140000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307140000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.08,,,False
Feature,AQ_OBS-JBXHZ-20260307130000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307130000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,1.08,,,False
Feature,AQ_OBS-JBXHZ-20260307120000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307120000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,1.09,,,False
Feature,AQ_OBS-JBXHZ-20260307110000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307110000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,1.13,,,False
Feature,AQ_OBS-JBXHZ-20260307100000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307100000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,1.2,,,False
Feature,AQ_OBS-JBXHZ-20260307090000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307090000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,1.27,,,False
Feature,AQ_OBS-JBXHZ-20260307080000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307080000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.35,,,False
Feature,AQ_OBS-JBXHZ-20260307070000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307070000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,1.39,,,False
Feature,AQ_OBS-JBXHZ-20260307060000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307060000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,1.45,,,False
Feature,AQ_OBS-JBXHZ-20260307050000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307050000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,1.51,,,False
Feature,AQ_OBS-JBXHZ-20260307040000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307040000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,1.57,,,False
Feature,AQ_OBS-JBXHZ-20260307030000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307030000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,1.61,,,False
Feature,AQ_OBS-JBXHZ-20260307020000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307020000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,1.66,,,False
Feature,AQ_OBS-JBXHZ-20260307000000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307000000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,1.82,,,False
Feature,AQ_OBS-JBXHZ-20260307010000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307010000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,1.74,,,False
Feature,AQ_OBS-JBXHZ-20260307230000,Point,"[-122.683333333333, 49.2333333333333]",AQ_OBS-JBXHZ-20260307230000,AQHI-Observation,original,Metro Vancouver - NE,Metro Vancouver - nord-est,JBXHZ,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.62,,,False
